GEO,Sex,Age group,Disability type,Global Severity,Labour force status,UOM,VALUE,STATUS
Manitoba,Females,35 to 44 years,Pain,Mild,Participation rate,Percent,92.6,
Manitoba,Females,35 to 44 years,Pain,Mild,Age standardized participation rate,Percent,92.9,
Manitoba,Females,35 to 44 years,Pain,Mild,Employment Rate,Percent,92.6,
Manitoba,Females,35 to 44 years,Pain,Mild,Age standardized employment rate,Percent,92.9,
Manitoba,Females,35 to 44 years,Pain,Moderate,Total labour force,Number,1390.0,E
Manitoba,Females,35 to 44 years,Pain,Moderate,Employed,Number,860.0,E
Manitoba,Females,35 to 44 years,Pain,Moderate,Participation rate,Percent,67.7,E
Manitoba,Females,35 to 44 years,Pain,Moderate,Age standardized participation rate,Percent,67.6,E
Manitoba,Females,35 to 44 years,Pain,Moderate,Employment Rate,Percent,67.7,E
Manitoba,Females,35 to 44 years,Pain,Moderate,Age standardized employment rate,Percent,67.6,E
Manitoba,Females,35 to 44 years,Pain,Severe,Total labour force,Number,1200.0,E
Manitoba,Females,35 to 44 years,Pain,Severe,Employed,Number,580.0,E
Manitoba,Females,35 to 44 years,Pain,Severe,Not in labour force,Number,490.0,E
Manitoba,Females,35 to 44 years,Pain,Severe,Participation rate,Percent,53.7,E
Manitoba,Females,35 to 44 years,Pain,Severe,Age standardized participation rate,Percent,54.0,E
Manitoba,Females,35 to 44 years,Pain,Severe,Employment Rate,Percent,53.7,E
Manitoba,Females,35 to 44 years,Pain,Severe,Age standardized employment rate,Percent,54.0,E
Manitoba,Females,35 to 44 years,Pain,Very Severe,Total labour force,Number,1000.0,E
Manitoba,Females,45 to 54 years,All disability types,Mild,Total labour force,Number,4180.0,E
Manitoba,Females,45 to 54 years,All disability types,Mild,Employed,Number,3430.0,E
Manitoba,Females,45 to 54 years,All disability types,Mild,Participation rate,Percent,86.2,
Manitoba,Females,45 to 54 years,All disability types,Mild,Age standardized participation rate,Percent,86.2,
Manitoba,Females,45 to 54 years,All disability types,Mild,Employment Rate,Percent,86.2,
Manitoba,Females,45 to 54 years,All disability types,Mild,Age standardized employment rate,Percent,86.2,
Manitoba,Females,45 to 54 years,All disability types,Moderate,Total labour force,Number,2700.0,E
Manitoba,Females,45 to 54 years,All disability types,Moderate,Employed,Number,1090.0,E
Manitoba,Females,45 to 54 years,All disability types,Moderate,Participation rate,Percent,42.6,E
Manitoba,Females,45 to 54 years,All disability types,Moderate,Age standardized participation rate,Percent,42.6,E
Manitoba,Females,45 to 54 years,All disability types,Moderate,Employment Rate,Percent,40.4,E
Manitoba,Females,45 to 54 years,All disability types,Moderate,Age standardized employment rate,Percent,40.3,E
Manitoba,Females,45 to 54 years,All disability types,Severe,Total labour force,Number,3550.0,E
Manitoba,Females,45 to 54 years,All disability types,Severe,Employed,Number,2220.0,E
Manitoba,Females,45 to 54 years,All disability types,Severe,Participation rate,Percent,68.6,
Manitoba,Females,45 to 54 years,All disability types,Severe,Age standardized participation rate,Percent,68.6,
Manitoba,Females,45 to 54 years,All disability types,Severe,Employment Rate,Percent,64.5,E
Manitoba,Females,45 to 54 years,All disability types,Severe,Age standardized employment rate,Percent,64.5,E
Manitoba,Females,45 to 54 years,All disability types,Very Severe,Total labour force,Number,3680.0,E
Manitoba,Females,45 to 54 years,All disability types,Very Severe,Not in labour force,Number,2000.0,E
Manitoba,Females,45 to 54 years,All disability types,Very Severe,Participation rate,Percent,40.3,E
Manitoba,Females,45 to 54 years,All disability types,Very Severe,Age standardized participation rate,Percent,40.3,E
Manitoba,Females,45 to 54 years,Mobility,Moderate,Total labour force,Number,1890.0,E
Manitoba,Females,45 to 54 years,Mobility,Severe,Total labour force,Number,2800.0,E
Manitoba,Females,45 to 54 years,Mobility,Severe,Participation rate,Percent,67.5,E
Manitoba,Females,45 to 54 years,Mobility,Severe,Age standardized participation rate,Percent,67.5,E
Manitoba,Females,45 to 54 years,Mobility,Severe,Employment Rate,Percent,62.3,E
Manitoba,Females,45 to 54 years,Mobility,Severe,Age standardized employment rate,Percent,62.2,E
Manitoba,Females,45 to 54 years,Mobility,Very Severe,Total labour force,Number,3380.0,E
Manitoba,Females,45 to 54 years,Mobility,Very Severe,Not in labour force,Number,1940.0,E
Manitoba,Females,45 to 54 years,Mobility,Very Severe,Participation rate,Percent,39.2,E
Manitoba,Females,45 to 54 years,Mobility,Very Severe,Age standardized participation rate,Percent,39.2,E
Manitoba,Females,45 to 54 years,Flexibility,Moderate,Total labour force,Number,1600.0,E
Manitoba,Females,45 to 54 years,Flexibility,Severe,Total labour force,Number,2010.0,E
Manitoba,Females,45 to 54 years,Flexibility,Severe,Employed,Number,1370.0,E
Manitoba,Females,45 to 54 years,Flexibility,Severe,Participation rate,Percent,73.5,
Manitoba,Females,45 to 54 years,Flexibility,Severe,Age standardized participation rate,Percent,73.4,
Manitoba,Females,45 to 54 years,Flexibility,Severe,Employment Rate,Percent,69.9,
Manitoba,Females,45 to 54 years,Flexibility,Severe,Age standardized employment rate,Percent,70.2,
Manitoba,Females,45 to 54 years,Flexibility,Very Severe,Total labour force,Number,3670.0,E
Manitoba,Females,45 to 54 years,Flexibility,Very Severe,Not in labour force,Number,1990.0,E
Manitoba,Females,45 to 54 years,Flexibility,Very Severe,Participation rate,Percent,40.4,E
Manitoba,Females,45 to 54 years,Flexibility,Very Severe,Age standardized participation rate,Percent,40.5,E
Manitoba,Females,45 to 54 years,Dexterity,Very Severe,Total labour force,Number,1460.0,E
Manitoba,Females,45 to 54 years,Pain,Mild,Total labour force,Number,2000.0,E
Manitoba,Females,45 to 54 years,Pain,Mild,Employed,Number,1660.0,E
Manitoba,Females,45 to 54 years,Pain,Mild,Participation rate,Percent,87.8,
Manitoba,Females,45 to 54 years,Pain,Mild,Age standardized participation rate,Percent,87.5,
Manitoba,Females,45 to 54 years,Pain,Mild,Employment Rate,Percent,87.8,
Manitoba,Females,45 to 54 years,Pain,Mild,Age standardized employment rate,Percent,87.5,
Manitoba,Females,45 to 54 years,Pain,Moderate,Total labour force,Number,2100.0,E
Manitoba,Females,45 to 54 years,Pain,Moderate,Employed,Number,980.0,E
Manitoba,Females,45 to 54 years,Pain,Moderate,Participation rate,Percent,46.7,E
Manitoba,Females,45 to 54 years,Pain,Moderate,Age standardized participation rate,Percent,46.6,E
Manitoba,Females,45 to 54 years,Pain,Moderate,Employment Rate,Percent,46.7,E
Manitoba,Females,45 to 54 years,Pain,Moderate,Age standardized employment rate,Percent,46.6,E
Manitoba,Females,45 to 54 years,Pain,Severe,Total labour force,Number,3090.0,E
Manitoba,Females,45 to 54 years,Pain,Severe,Employed,Number,2220.0,E
Manitoba,Females,45 to 54 years,Pain,Severe,Participation rate,Percent,78.1,
Manitoba,Females,45 to 54 years,Pain,Severe,Age standardized participation rate,Percent,78.0,
Manitoba,Females,45 to 54 years,Pain,Severe,Employment Rate,Percent,73.5,
Manitoba,Females,45 to 54 years,Pain,Severe,Age standardized employment rate,Percent,73.3,
Manitoba,Females,45 to 54 years,Pain,Very Severe,Total labour force,Number,3680.0,E
Manitoba,Females,45 to 54 years,Pain,Very Severe,Not in labour force,Number,2000.0,E
Manitoba,Females,45 to 54 years,Pain,Very Severe,Participation rate,Percent,40.3,E
Manitoba,Females,45 to 54 years,Pain,Very Severe,Age standardized participation rate,Percent,40.3,E
Manitoba,Females,45 to 54 years,Mental and/or psychological,Very Severe,Total labour force,Number,2730.0,E
Manitoba,Females,55 to 64 years,All disability types,Mild,Total labour force,Number,3840.0,
Manitoba,Females,55 to 64 years,All disability types,Mild,Employed,Number,2160.0,E
Manitoba,Females,55 to 64 years,All disability types,Mild,Not in labour force,Number,1580.0,E
Manitoba,Females,55 to 64 years,All disability types,Mild,Participation rate,Percent,58.3,
Manitoba,Females,55 to 64 years,All disability types,Mild,Age standardized participation rate,Percent,58.4,
Manitoba,Females,55 to 64 years,All disability types,Mild,Employment Rate,Percent,57.0,
Manitoba,Females,55 to 64 years,All disability types,Mild,Age standardized employment rate,Percent,56.9,
Manitoba,Females,55 to 64 years,All disability types,Moderate,Total labour force,Number,3770.0,
Manitoba,Females,55 to 64 years,All disability types,Moderate,Employed,Number,2000.0,E
Manitoba,Females,55 to 64 years,All disability types,Moderate,Not in labour force,Number,1170.0,E
Manitoba,Females,55 to 64 years,All disability types,Moderate,Participation rate,Percent,66.9,
Manitoba,Females,55 to 64 years,All disability types,Moderate,Age standardized participation rate,Percent,67.1,
Manitoba,Females,55 to 64 years,All disability types,Moderate,Employment Rate,Percent,56.0,
Manitoba,Females,55 to 64 years,All disability types,Moderate,Age standardized employment rate,Percent,56.1,
Manitoba,Females,55 to 64 years,All disability types,Severe,Total labour force,Number,3790.0,
Manitoba,Females,55 to 64 years,All disability types,Severe,Employed,Number,980.0,E
Manitoba,Females,55 to 64 years,All disability types,Severe,Not in labour force,Number,2300.0,E
Manitoba,Females,55 to 64 years,All disability types,Severe,Participation rate,Percent,34.8,E
Manitoba,Females,55 to 64 years,All disability types,Severe,Age standardized participation rate,Percent,34.8,E
Manitoba,Females,55 to 64 years,All disability types,Severe,Employment Rate,Percent,27.8,E
Manitoba,Females,55 to 64 years,All disability types,Severe,Age standardized employment rate,Percent,27.7,E
Manitoba,Females,55 to 64 years,All disability types,Very Severe,Total labour force,Number,5750.0,
Manitoba,Females,55 to 64 years,All disability types,Very Severe,Employed,Number,1440.0,E
Manitoba,Females,55 to 64 years,All disability types,Very Severe,Not in labour force,Number,3870.0,E
Manitoba,Females,55 to 64 years,All disability types,Very Severe,Participation rate,Percent,27.1,E
Manitoba,Females,55 to 64 years,All disability types,Very Severe,Age standardized participation rate,Percent,27.1,E
Manitoba,Females,55 to 64 years,All disability types,Very Severe,Employment Rate,Percent,27.1,E
Manitoba,Females,55 to 64 years,All disability types,Very Severe,Age standardized employment rate,Percent,27.1,E
Manitoba,Females,55 to 64 years,Seeing,Moderate,Total labour force,Number,1210.0,E
Manitoba,Females,55 to 64 years,Seeing,Severe,Total labour force,Number,1080.0,E
Manitoba,Females,55 to 64 years,Seeing,Very Severe,Total labour force,Number,2040.0,E
Manitoba,Females,55 to 64 years,Seeing,Very Severe,Not in labour force,Number,1400.0,E
Manitoba,Females,55 to 64 years,Hearing,Very Severe,Total labour force,Number,1820.0,E
Manitoba,Females,55 to 64 years,Mobility,Moderate,Total labour force,Number,1950.0,E
Manitoba,Females,55 to 64 years,Mobility,Moderate,Employed,Number,1140.0,E
Manitoba,Females,55 to 64 years,Mobility,Moderate,Participation rate,Percent,63.3,
Manitoba,Females,55 to 64 years,Mobility,Moderate,Age standardized participation rate,Percent,63.4,
Manitoba,Females,55 to 64 years,Mobility,Moderate,Employment Rate,Percent,63.3,
Manitoba,Females,55 to 64 years,Mobility,Moderate,Age standardized employment rate,Percent,63.4,
Manitoba,Females,55 to 64 years,Mobility,Severe,Total labour force,Number,2770.0,E
Manitoba,Females,55 to 64 years,Mobility,Severe,Not in labour force,Number,1740.0,E
Manitoba,Females,55 to 64 years,Mobility,Severe,Participation rate,Percent,33.8,E
Manitoba,Females,55 to 64 years,Mobility,Severe,Age standardized participation rate,Percent,33.9,E
Manitoba,Females,55 to 64 years,Mobility,Very Severe,Total labour force,Number,5750.0,
Manitoba,Females,55 to 64 years,Mobility,Very Severe,Employed,Number,1440.0,E
Manitoba,Females,55 to 64 years,Mobility,Very Severe,Not in labour force,Number,3870.0,E
Manitoba,Females,55 to 64 years,Mobility,Very Severe,Participation rate,Percent,27.1,E
Manitoba,Females,55 to 64 years,Mobility,Very Severe,Age standardized participation rate,Percent,27.1,E
Manitoba,Females,55 to 64 years,Mobility,Very Severe,Employment Rate,Percent,27.1,E
Manitoba,Females,55 to 64 years,Mobility,Very Severe,Age standardized employment rate,Percent,27.1,E
Manitoba,Females,55 to 64 years,Flexibility,Moderate,Total labour force,Number,2380.0,E
Manitoba,Females,55 to 64 years,Flexibility,Moderate,Employed,Number,1200.0,E
Manitoba,Females,55 to 64 years,Flexibility,Moderate,Participation rate,Percent,70.2,
Manitoba,Females,55 to 64 years,Flexibility,Moderate,Age standardized participation rate,Percent,70.2,
Manitoba,Females,55 to 64 years,Flexibility,Moderate,Employment Rate,Percent,55.0,E
Manitoba,Females,55 to 64 years,Flexibility,Moderate,Age standardized employment rate,Percent,55.1,E
Manitoba,Females,55 to 64 years,Flexibility,Severe,Total labour force,Number,2720.0,E
Manitoba,Females,55 to 64 years,Flexibility,Severe,Not in labour force,Number,1590.0,E
Manitoba,Females,55 to 64 years,Flexibility,Severe,Participation rate,Percent,38.1,E
Manitoba,Females,55 to 64 years,Flexibility,Severe,Age standardized participation rate,Percent,38.3,E
Manitoba,Females,55 to 64 years,Flexibility,Severe,Employment Rate,Percent,30.7,E
Manitoba,Females,55 to 64 years,Flexibility,Severe,Age standardized employment rate,Percent,30.5,E
Manitoba,Females,55 to 64 years,Flexibility,Very Severe,Total labour force,Number,5520.0,
Manitoba,Females,55 to 64 years,Flexibility,Very Severe,Employed,Number,1440.0,E
Manitoba,Females,55 to 64 years,Flexibility,Very Severe,Not in labour force,Number,3700.0,E
Manitoba,Females,55 to 64 years,Flexibility,Very Severe,Participation rate,Percent,28.0,E
Manitoba,Females,55 to 64 years,Flexibility,Very Severe,Age standardized participation rate,Percent,28.0,E
Manitoba,Females,55 to 64 years,Flexibility,Very Severe,Employment Rate,Percent,28.0,E
Manitoba,Females,55 to 64 years,Flexibility,Very Severe,Age standardized employment rate,Percent,28.0,E
Manitoba,Females,55 to 64 years,Dexterity,Severe,Total labour force,Number,1260.0,E
Manitoba,Females,55 to 64 years,Dexterity,Very Severe,Total labour force,Number,4040.0,E
Manitoba,Females,55 to 64 years,Dexterity,Very Severe,Not in labour force,Number,2540.0,E
Manitoba,Females,55 to 64 years,Pain,Mild,Total labour force,Number,2350.0,E
Manitoba,Females,55 to 64 years,Pain,Mild,Employed,Number,1510.0,E
Manitoba,Females,55 to 64 years,Pain,Mild,Participation rate,Percent,65.7,E
Manitoba,Females,55 to 64 years,Pain,Mild,Age standardized participation rate,Percent,65.7,E
Manitoba,Females,55 to 64 years,Pain,Mild,Employment Rate,Percent,65.7,E
Manitoba,Females,55 to 64 years,Pain,Mild,Age standardized employment rate,Percent,65.7,E
Manitoba,Females,55 to 64 years,Pain,Moderate,Total labour force,Number,3170.0,E
Manitoba,Females,55 to 64 years,Pain,Moderate,Employed,Number,1790.0,E
Manitoba,Females,55 to 64 years,Pain,Moderate,Not in labour force,Number,790.0,E
Manitoba,Females,55 to 64 years,Pain,Moderate,Participation rate,Percent,73.4,
Manitoba,Females,55 to 64 years,Pain,Moderate,Age standardized participation rate,Percent,73.4,
Manitoba,Females,55 to 64 years,Pain,Moderate,Employment Rate,Percent,60.3,
Manitoba,Females,55 to 64 years,Pain,Moderate,Age standardized employment rate,Percent,60.2,
Manitoba,Females,55 to 64 years,Pain,Severe,Total labour force,Number,2930.0,E
Manitoba,Females,55 to 64 years,Pain,Severe,Employed,Number,980.0,E
Manitoba,Females,55 to 64 years,Pain,Severe,Not in labour force,Number,1650.0,E
Manitoba,Females,55 to 64 years,Pain,Severe,Participation rate,Percent,42.9,E
Manitoba,Females,55 to 64 years,Pain,Severe,Age standardized participation rate,Percent,42.7,E
Manitoba,Females,55 to 64 years,Pain,Severe,Employment Rate,Percent,34.1,E
Manitoba,Females,55 to 64 years,Pain,Severe,Age standardized employment rate,Percent,34.0,E
Manitoba,Females,55 to 64 years,Pain,Very Severe,Total labour force,Number,5560.0,
Manitoba,Females,55 to 64 years,Pain,Very Severe,Employed,Number,1370.0,E
Manitoba,Females,55 to 64 years,Pain,Very Severe,Not in labour force,Number,3750.0,E
Manitoba,Females,55 to 64 years,Pain,Very Severe,Participation rate,Percent,26.8,E
Manitoba,Females,55 to 64 years,Pain,Very Severe,Age standardized participation rate,Percent,26.8,E
Manitoba,Females,55 to 64 years,Pain,Very Severe,Employment Rate,Percent,26.8,E
Manitoba,Females,55 to 64 years,Pain,Very Severe,Age standardized employment rate,Percent,26.8,E
Manitoba,Females,55 to 64 years,Learning,Very Severe,Total labour force,Number,1180.0,E
Manitoba,Females,55 to 64 years,Memory,Very Severe,Total labour force,Number,1860.0,E
Manitoba,Females,55 to 64 years,Memory,Very Severe,Not in labour force,Number,1340.0,E
Manitoba,Females,55 to 64 years,Mental and/or psychological,Very Severe,Total labour force,Number,2660.0,E
Manitoba,Females,55 to 64 years,Mental and/or psychological,Very Severe,Not in labour force,Number,2090.0,E
Saskatchewan,Males,15 to 24 years,All disability types,Mild,Total labour force,Number,1370.0,
Saskatchewan,Males,15 to 24 years,All disability types,Mild,Employed,Number,620.0,E
Saskatchewan,Males,15 to 24 years,All disability types,Mild,Not in labour force,Number,700.0,E
Saskatchewan,Males,15 to 24 years,All disability types,Mild,Participation rate,Percent,49.3,
Saskatchewan,Males,15 to 24 years,All disability types,Mild,Age standardized participation rate,Percent,48.8,
Saskatchewan,Males,15 to 24 years,All disability types,Mild,Employment Rate,Percent,45.6,
Saskatchewan,Males,15 to 24 years,All disability types,Mild,Age standardized employment rate,Percent,45.1,
Saskatchewan,Males,15 to 24 years,All disability types,Moderate,Total labour force,Number,590.0,E
Saskatchewan,Males,15 to 24 years,All disability types,Moderate,Employed,Number,290.0,E
Saskatchewan,Males,15 to 24 years,All disability types,Moderate,Not in labour force,Number,270.0,E
Saskatchewan,Males,15 to 24 years,All disability types,Moderate,Participation rate,Percent,53.4,E
Saskatchewan,Males,15 to 24 years,All disability types,Moderate,Age standardized participation rate,Percent,53.2,E
Saskatchewan,Males,15 to 24 years,All disability types,Moderate,Employment Rate,Percent,50.0,E
Saskatchewan,Males,15 to 24 years,All disability types,Moderate,Age standardized employment rate,Percent,49.3,E
Saskatchewan,Males,15 to 24 years,All disability types,Severe,Total labour force,Number,350.0,E
Saskatchewan,Males,15 to 24 years,All disability types,Severe,Not in labour force,Number,190.0,E
Saskatchewan,Males,15 to 24 years,All disability types,Severe,Participation rate,Percent,47.1,E
Saskatchewan,Males,15 to 24 years,All disability types,Severe,Age standardized participation rate,Percent,45.4,E
Saskatchewan,Males,15 to 24 years,All disability types,Very Severe,Total labour force,Number,240.0,E
Saskatchewan,Males,15 to 24 years,All disability types,Very Severe,Not in labour force,Number,130.0,E
Saskatchewan,Males,15 to 24 years,Mobility,Very Severe,Total labour force,Number,130.0,E
Saskatchewan,Males,15 to 24 years,Dexterity,Very Severe,Total labour force,Number,100.0,E
Saskatchewan,Males,15 to 24 years,Dexterity,Very Severe,Not in labour force,Number,90.0,E
Saskatchewan,Males,15 to 24 years,Pain,Mild,Total labour force,Number,280.0,E
Saskatchewan,Males,15 to 24 years,Pain,Mild,Employed,Number,210.0,E
Saskatchewan,Males,15 to 24 years,Pain,Mild,Participation rate,Percent,82.1,
Saskatchewan,Males,15 to 24 years,Pain,Mild,Age standardized participation rate,Percent,82.8,
Saskatchewan,Males,15 to 24 years,Pain,Mild,Employment Rate,Percent,75.0,
Saskatchewan,Males,15 to 24 years,Pain,Mild,Age standardized employment rate,Percent,73.6,
Saskatchewan,Males,15 to 24 years,Pain,Moderate,Total labour force,Number,260.0,E
Saskatchewan,Males,15 to 24 years,Pain,Moderate,Participation rate,Percent,73.1,
Saskatchewan,Males,15 to 24 years,Pain,Moderate,Age standardized participation rate,Percent,73.1,
Saskatchewan,Males,15 to 24 years,Pain,Moderate,Employment Rate,Percent,65.4,
Saskatchewan,Males,15 to 24 years,Pain,Moderate,Age standardized employment rate,Percent,64.3,
Saskatchewan,Males,15 to 24 years,Pain,Severe,Total labour force,Number,200.0,E
Saskatchewan,Males,15 to 24 years,Pain,Very Severe,Total labour force,Number,140.0,E
Saskatchewan,Males,15 to 24 years,Learning,Mild,Total labour force,Number,250.0,E
Saskatchewan,Males,15 to 24 years,Learning,Mild,Not in labour force,Number,110.0,E
Saskatchewan,Males,15 to 24 years,Learning,Mild,Participation rate,Percent,54.2,E
Saskatchewan,Males,15 to 24 years,Learning,Mild,Age standardized participation rate,Percent,52.8,E
Saskatchewan,Males,15 to 24 years,Learning,Moderate,Total labour force,Number,290.0,E
Saskatchewan,Males,15 to 24 years,Learning,Moderate,Participation rate,Percent,55.2,E
Saskatchewan,Males,15 to 24 years,Learning,Moderate,Age standardized participation rate,Percent,56.0,E
Saskatchewan,Males,15 to 24 years,Learning,Moderate,Employment Rate,Percent,48.3,E
Saskatchewan,Males,15 to 24 years,Learning,Moderate,Age standardized employment rate,Percent,48.1,E
Saskatchewan,Males,15 to 24 years,Learning,Severe,Total labour force,Number,230.0,E
Saskatchewan,Males,15 to 24 years,Learning,Very Severe,Total labour force,Number,160.0,E
Saskatchewan,Males,15 to 24 years,Learning,Very Severe,Not in labour force,Number,90.0,E
Saskatchewan,Males,15 to 24 years,Memory,Mild,Total labour force,Number,90.0,E
Saskatchewan,Males,15 to 24 years,Memory,Very Severe,Total labour force,Number,130.0,E
Saskatchewan,Males,15 to 24 years,Developmental,Mild,Total labour force,Number,360.0,E
Saskatchewan,Males,15 to 24 years,Developmental,Moderate,Total labour force,Number,110.0,E
Saskatchewan,Males,15 to 24 years,Developmental,Severe,Total labour force,Number,200.0,E
Saskatchewan,Males,15 to 24 years,Developmental,Very Severe,Total labour force,Number,140.0,E
Saskatchewan,Males,15 to 24 years,Developmental,Very Severe,Not in labour force,Number,100.0,E
Saskatchewan,Males,15 to 24 years,Mental and/or psychological,Mild,Total labour force,Number,390.0,E
Saskatchewan,Males,15 to 24 years,Mental and/or psychological,Mild,Participation rate,Percent,48.7,E
Saskatchewan,Males,15 to 24 years,Mental and/or psychological,Mild,Age standardized participation rate,Percent,48.3,E
Saskatchewan,Males,15 to 24 years,Mental and/or psychological,Mild,Employment Rate,Percent,48.7,E
Saskatchewan,Males,15 to 24 years,Mental and/or psychological,Mild,Age standardized employment rate,Percent,48.3,E
Saskatchewan,Males,15 to 24 years,Mental and/or psychological,Moderate,Total labour force,Number,180.0,E
Saskatchewan,Males,15 to 24 years,Mental and/or psychological,Severe,Total labour force,Number,140.0,E
Saskatchewan,Males,15 to 24 years,Mental and/or psychological,Very Severe,Total labour force,Number,150.0,E
Saskatchewan,Males,15 to 24 years,Mental and/or psychological,Very Severe,Not in labour force,Number,90.0,E
Saskatchewan,Males,25 to 34 years,All disability types,Mild,Total labour force,Number,1280.0,E
Saskatchewan,Males,25 to 34 years,All disability types,Mild,Employed,Number,1020.0,E
Saskatchewan,Males,25 to 34 years,All disability types,Mild,Participation rate,Percent,100.0,
Saskatchewan,Males,25 to 34 years,All disability types,Mild,Age standardized participation rate,Percent,100.0,
Saskatchewan,Males,25 to 34 years,All disability types,Mild,Employment Rate,Percent,82.9,
Saskatchewan,Males,25 to 34 years,All disability types,Mild,Age standardized employment rate,Percent,83.1,
Saskatchewan,Males,25 to 34 years,All disability types,Moderate,Participation rate,Percent,60.5,E
Saskatchewan,Males,25 to 34 years,All disability types,Moderate,Age standardized participation rate,Percent,60.7,E
Saskatchewan,Males,25 to 34 years,All disability types,Moderate,Employment Rate,Percent,60.5,E
Saskatchewan,Males,25 to 34 years,All disability types,Moderate,Age standardized employment rate,Percent,60.7,E
Saskatchewan,Males,25 to 34 years,All disability types,Severe,Total labour force,Number,620.0,E
Saskatchewan,Males,25 to 34 years,Pain,Mild,Total labour force,Number,500.0,E
Saskatchewan,Males,25 to 34 years,Pain,Mild,Employed,Number,480.0,E
Saskatchewan,Males,25 to 34 years,Pain,Mild,Participation rate,Percent,100.0,
Saskatchewan,Males,25 to 34 years,Pain,Mild,Age standardized participation rate,Percent,100.0,
Saskatchewan,Males,25 to 34 years,Pain,Mild,Employment Rate,Percent,100.0,
Saskatchewan,Males,25 to 34 years,Pain,Mild,Age standardized employment rate,Percent,100.0,
Saskatchewan,Males,25 to 34 years,Pain,Severe,Total labour force,Number,600.0,E
Saskatchewan,Males,35 to 44 years,All disability types,Mild,Total labour force,Number,1660.0,E
Saskatchewan,Males,35 to 44 years,All disability types,Mild,Employed,Number,1540.0,E
Saskatchewan,Males,35 to 44 years,All disability types,Mild,Participation rate,Percent,97.0,
Saskatchewan,Males,35 to 44 years,All disability types,Mild,Age standardized participation rate,Percent,97.0,
Saskatchewan,Males,35 to 44 years,All disability types,Mild,Employment Rate,Percent,93.9,
Saskatchewan,Males,35 to 44 years,All disability types,Mild,Age standardized employment rate,Percent,93.7,
Saskatchewan,Males,35 to 44 years,All disability types,Moderate,Total labour force,Number,880.0,E
Saskatchewan,Males,35 to 44 years,All disability types,Moderate,Employed,Number,520.0,E
Saskatchewan,Males,35 to 44 years,All disability types,Moderate,Participation rate,Percent,88.1,
Saskatchewan,Males,35 to 44 years,All disability types,Moderate,Age standardized participation rate,Percent,87.6,
Saskatchewan,Males,35 to 44 years,All disability types,Moderate,Employment Rate,Percent,61.9,E
Saskatchewan,Males,35 to 44 years,All disability types,Moderate,Age standardized employment rate,Percent,62.3,E
Saskatchewan,Males,35 to 44 years,All disability types,Severe,Total labour force,Number,1210.0,E
Saskatchewan,Males,35 to 44 years,All disability types,Severe,Employed,Number,970.0,E
Saskatchewan,Males,35 to 44 years,All disability types,Severe,Participation rate,Percent,83.5,
Saskatchewan,Males,35 to 44 years,All disability types,Severe,Age standardized participation rate,Percent,82.9,
Saskatchewan,Males,35 to 44 years,All disability types,Severe,Employment Rate,Percent,80.2,
Saskatchewan,Males,35 to 44 years,All disability types,Severe,Age standardized employment rate,Percent,80.0,
Saskatchewan,Males,35 to 44 years,All disability types,Very Severe,Total labour force,Number,540.0,E
Saskatchewan,Males,35 to 44 years,Flexibility,Moderate,Total labour force,Number,490.0,E
Saskatchewan,Males,35 to 44 years,Flexibility,Moderate,Participation rate,Percent,90.9,
Saskatchewan,Males,35 to 44 years,Flexibility,Moderate,Age standardized participation rate,Percent,90.1,
Saskatchewan,Males,35 to 44 years,Flexibility,Severe,Total labour force,Number,1000.0,E
Saskatchewan,Males,35 to 44 years,Flexibility,Severe,Employed,Number,860.0,E
Saskatchewan,Males,35 to 44 years,Flexibility,Severe,Participation rate,Percent,90.0,
Saskatchewan,Males,35 to 44 years,Flexibility,Severe,Age standardized participation rate,Percent,89.8,
Saskatchewan,Males,35 to 44 years,Flexibility,Severe,Employment Rate,Percent,86.0,
Saskatchewan,Males,35 to 44 years,Flexibility,Severe,Age standardized employment rate,Percent,86.2,
Saskatchewan,Males,35 to 44 years,Flexibility,Very Severe,Total labour force,Number,540.0,E
Saskatchewan,Males,35 to 44 years,Pain,Mild,Total labour force,Number,970.0,E
Saskatchewan,Males,35 to 44 years,Pain,Mild,Employed,Number,920.0,E
Saskatchewan,Males,35 to 44 years,Pain,Mild,Participation rate,Percent,100.0,
Saskatchewan,Males,35 to 44 years,Pain,Mild,Age standardized participation rate,Percent,100.0,
Saskatchewan,Males,35 to 44 years,Pain,Mild,Employment Rate,Percent,96.8,
Saskatchewan,Males,35 to 44 years,Pain,Mild,Age standardized employment rate,Percent,97.0,
Saskatchewan,Males,35 to 44 years,Pain,Moderate,Total labour force,Number,580.0,E
Saskatchewan,Males,35 to 44 years,Pain,Moderate,Employed,Number,330.0,E
Saskatchewan,Males,35 to 44 years,Pain,Moderate,Participation rate,Percent,96.4,
Saskatchewan,Males,35 to 44 years,Pain,Moderate,Age standardized participation rate,Percent,96.6,
Saskatchewan,Males,35 to 44 years,Pain,Moderate,Employment Rate,Percent,58.9,E
Saskatchewan,Males,35 to 44 years,Pain,Moderate,Age standardized employment rate,Percent,58.8,E
Saskatchewan,Males,35 to 44 years,Pain,Severe,Total labour force,Number,1110.0,E
Saskatchewan,Males,35 to 44 years,Pain,Severe,Employed,Number,910.0,E
Saskatchewan,Males,35 to 44 years,Pain,Severe,Participation rate,Percent,85.6,
Saskatchewan,Males,35 to 44 years,Pain,Severe,Age standardized participation rate,Percent,85.8,
