GEO,Sex,Age group,Disability type,Global Severity,Labour force status,UOM,VALUE,STATUS
Alberta,Males,55 to 64 years,Mobility,Moderate,Participation rate,Percent,87.1,
Alberta,Males,55 to 64 years,Mobility,Moderate,Age standardized participation rate,Percent,87.1,
Alberta,Males,55 to 64 years,Mobility,Moderate,Employment Rate,Percent,87.1,
Alberta,Males,55 to 64 years,Mobility,Moderate,Age standardized employment rate,Percent,87.1,
Alberta,Males,55 to 64 years,Mobility,Severe,Total labour force,Number,5090.0,E
Alberta,Males,55 to 64 years,Mobility,Severe,Employed,Number,2990.0,E
Alberta,Males,55 to 64 years,Mobility,Severe,Participation rate,Percent,74.2,
Alberta,Males,55 to 64 years,Mobility,Severe,Age standardized participation rate,Percent,74.2,
Alberta,Males,55 to 64 years,Mobility,Severe,Employment Rate,Percent,64.9,E
Alberta,Males,55 to 64 years,Mobility,Severe,Age standardized employment rate,Percent,64.8,E
Alberta,Males,55 to 64 years,Mobility,Very Severe,Total labour force,Number,7770.0,E
Alberta,Males,55 to 64 years,Mobility,Very Severe,Not in labour force,Number,3770.0,E
Alberta,Males,55 to 64 years,Flexibility,Moderate,Total labour force,Number,4600.0,E
Alberta,Males,55 to 64 years,Flexibility,Moderate,Employed,Number,3660.0,E
Alberta,Males,55 to 64 years,Flexibility,Moderate,Participation rate,Percent,82.6,
Alberta,Males,55 to 64 years,Flexibility,Moderate,Age standardized participation rate,Percent,82.7,
Alberta,Males,55 to 64 years,Flexibility,Moderate,Employment Rate,Percent,82.6,
Alberta,Males,55 to 64 years,Flexibility,Moderate,Age standardized employment rate,Percent,82.7,
Alberta,Males,55 to 64 years,Flexibility,Severe,Total labour force,Number,6290.0,E
Alberta,Males,55 to 64 years,Flexibility,Severe,Employed,Number,3970.0,E
Alberta,Males,55 to 64 years,Flexibility,Severe,Participation rate,Percent,70.6,E
Alberta,Males,55 to 64 years,Flexibility,Severe,Age standardized participation rate,Percent,70.5,E
Alberta,Males,55 to 64 years,Flexibility,Severe,Employment Rate,Percent,66.7,E
Alberta,Males,55 to 64 years,Flexibility,Severe,Age standardized employment rate,Percent,66.6,E
Alberta,Males,55 to 64 years,Flexibility,Very Severe,Total labour force,Number,8990.0,E
Alberta,Males,55 to 64 years,Flexibility,Very Severe,Not in labour force,Number,4480.0,E
Alberta,Males,55 to 64 years,Dexterity,Very Severe,Total labour force,Number,6060.0,E
Alberta,Males,55 to 64 years,Pain,Mild,Total labour force,Number,8190.0,E
Alberta,Males,55 to 64 years,Pain,Mild,Employed,Number,6670.0,E
Alberta,Males,55 to 64 years,Pain,Mild,Participation rate,Percent,94.6,
Alberta,Males,55 to 64 years,Pain,Mild,Age standardized participation rate,Percent,94.6,
Alberta,Males,55 to 64 years,Pain,Mild,Employment Rate,Percent,83.2,
Alberta,Males,55 to 64 years,Pain,Mild,Age standardized employment rate,Percent,83.2,
Alberta,Males,55 to 64 years,Pain,Moderate,Total labour force,Number,4810.0,E
Alberta,Males,55 to 64 years,Pain,Moderate,Employed,Number,3330.0,E
Alberta,Males,55 to 64 years,Pain,Moderate,Participation rate,Percent,71.9,
Alberta,Males,55 to 64 years,Pain,Moderate,Age standardized participation rate,Percent,72.0,
Alberta,Males,55 to 64 years,Pain,Moderate,Employment Rate,Percent,71.9,
Alberta,Males,55 to 64 years,Pain,Moderate,Age standardized employment rate,Percent,72.0,
Alberta,Males,55 to 64 years,Pain,Severe,Total labour force,Number,8040.0,E
Alberta,Males,55 to 64 years,Pain,Severe,Employed,Number,5260.0,E
Alberta,Males,55 to 64 years,Pain,Severe,Participation rate,Percent,73.9,
Alberta,Males,55 to 64 years,Pain,Severe,Age standardized participation rate,Percent,74.0,
Alberta,Males,55 to 64 years,Pain,Severe,Employment Rate,Percent,68.3,
Alberta,Males,55 to 64 years,Pain,Severe,Age standardized employment rate,Percent,68.3,
Alberta,Males,55 to 64 years,Pain,Very Severe,Total labour force,Number,9220.0,E
Alberta,Males,55 to 64 years,Pain,Very Severe,Not in labour force,Number,4480.0,E
Alberta,Males,55 to 64 years,Pain,Very Severe,Participation rate,Percent,49.9,E
Alberta,Males,55 to 64 years,Pain,Very Severe,Age standardized participation rate,Percent,49.9,E
Alberta,Males,55 to 64 years,Learning,Very Severe,Total labour force,Number,3870.0,E
Alberta,Males,55 to 64 years,Mental and/or psychological,Very Severe,Total labour force,Number,4730.0,E
Alberta,Males,55 to 64 years,Mental and/or psychological,Very Severe,Not in labour force,Number,3250.0,E
Alberta,Females,15 to 24 years,All disability types,Mild,Total labour force,Number,5280.0,
Alberta,Females,15 to 24 years,All disability types,Mild,Employed,Number,2530.0,E
Alberta,Females,15 to 24 years,All disability types,Mild,Not in labour force,Number,1810.0,E
Alberta,Females,15 to 24 years,All disability types,Mild,Participation rate,Percent,64.5,
Alberta,Females,15 to 24 years,All disability types,Mild,Age standardized participation rate,Percent,64.5,
Alberta,Females,15 to 24 years,All disability types,Mild,Employment Rate,Percent,49.6,E
Alberta,Females,15 to 24 years,All disability types,Mild,Age standardized employment rate,Percent,49.6,E
Alberta,Females,15 to 24 years,All disability types,Moderate,Total labour force,Number,3440.0,E
Alberta,Females,15 to 24 years,All disability types,Moderate,Employed,Number,1540.0,E
Alberta,Females,15 to 24 years,All disability types,Moderate,Not in labour force,Number,1770.0,E
Alberta,Females,15 to 24 years,All disability types,Moderate,Participation rate,Percent,48.8,E
Alberta,Females,15 to 24 years,All disability types,Moderate,Age standardized participation rate,Percent,48.7,E
Alberta,Females,15 to 24 years,All disability types,Moderate,Employment Rate,Percent,44.8,E
Alberta,Females,15 to 24 years,All disability types,Moderate,Age standardized employment rate,Percent,44.6,E
Alberta,Females,15 to 24 years,All disability types,Severe,Total labour force,Number,2240.0,E
Alberta,Females,15 to 24 years,All disability types,Severe,Employed,Number,860.0,E
Alberta,Females,15 to 24 years,All disability types,Severe,Participation rate,Percent,45.5,E
Alberta,Females,15 to 24 years,All disability types,Severe,Age standardized participation rate,Percent,45.7,E
Alberta,Females,15 to 24 years,All disability types,Severe,Employment Rate,Percent,38.4,E
Alberta,Females,15 to 24 years,All disability types,Severe,Age standardized employment rate,Percent,38.3,E
Alberta,Females,15 to 24 years,All disability types,Very Severe,Total labour force,Number,1000.0,E
Alberta,Females,15 to 24 years,All disability types,Very Severe,Not in labour force,Number,650.0,E
Alberta,Females,15 to 24 years,All disability types,Very Severe,Participation rate,Percent,31.6,E
Alberta,Females,15 to 24 years,All disability types,Very Severe,Age standardized participation rate,Percent,31.7,E
Alberta,Females,15 to 24 years,Mobility,Very Severe,Total labour force,Number,620.0,E
Alberta,Females,15 to 24 years,Pain,Mild,Total labour force,Number,2050.0,E
Alberta,Females,15 to 24 years,Pain,Mild,Employed,Number,1230.0,E
Alberta,Females,15 to 24 years,Pain,Mild,Not in labour force,Number,480.0,E
Alberta,Females,15 to 24 years,Pain,Mild,Participation rate,Percent,75.7,
Alberta,Females,15 to 24 years,Pain,Mild,Age standardized participation rate,Percent,75.9,
Alberta,Females,15 to 24 years,Pain,Mild,Employment Rate,Percent,60.9,
Alberta,Females,15 to 24 years,Pain,Mild,Age standardized employment rate,Percent,61.1,
Alberta,Females,15 to 24 years,Pain,Moderate,Total labour force,Number,990.0,E
Alberta,Females,15 to 24 years,Pain,Moderate,Participation rate,Percent,51.5,E
Alberta,Females,15 to 24 years,Pain,Moderate,Age standardized participation rate,Percent,51.6,E
Alberta,Females,15 to 24 years,Pain,Severe,Total labour force,Number,1790.0,E
Alberta,Females,15 to 24 years,Pain,Very Severe,Total labour force,Number,770.0,E
Alberta,Females,15 to 24 years,Learning,Mild,Total labour force,Number,1330.0,E
Alberta,Females,15 to 24 years,Learning,Very Severe,Total labour force,Number,660.0,E
Alberta,Females,15 to 24 years,Memory,Severe,Total labour force,Number,480.0,E
Alberta,Females,15 to 24 years,Developmental,Very Severe,Total labour force,Number,530.0,E
Alberta,Females,15 to 24 years,Mental and/or psychological,Mild,Total labour force,Number,1350.0,E
Alberta,Females,15 to 24 years,Mental and/or psychological,Mild,Employed,Number,410.0,E
Alberta,Females,15 to 24 years,Mental and/or psychological,Mild,Participation rate,Percent,63.8,E
Alberta,Females,15 to 24 years,Mental and/or psychological,Mild,Age standardized participation rate,Percent,64.3,E
Alberta,Females,15 to 24 years,Mental and/or psychological,Mild,Employment Rate,Percent,32.3,E
Alberta,Females,15 to 24 years,Mental and/or psychological,Mild,Age standardized employment rate,Percent,32.5,E
Alberta,Females,15 to 24 years,Mental and/or psychological,Severe,Total labour force,Number,1030.0,E
Alberta,Females,15 to 24 years,Mental and/or psychological,Severe,Participation rate,Percent,67.0,E
Alberta,Females,15 to 24 years,Mental and/or psychological,Severe,Age standardized participation rate,Percent,67.0,E
Alberta,Females,15 to 24 years,Mental and/or psychological,Very Severe,Total labour force,Number,820.0,E
Alberta,Females,25 to 34 years,All disability types,Mild,Total labour force,Number,5540.0,
Alberta,Females,25 to 34 years,All disability types,Mild,Employed,Number,3840.0,E
Alberta,Females,25 to 34 years,All disability types,Mild,Participation rate,Percent,79.1,
Alberta,Females,25 to 34 years,All disability types,Mild,Age standardized participation rate,Percent,79.0,
Alberta,Females,25 to 34 years,All disability types,Mild,Employment Rate,Percent,72.3,
Alberta,Females,25 to 34 years,All disability types,Mild,Age standardized employment rate,Percent,72.2,
Alberta,Females,25 to 34 years,All disability types,Moderate,Total labour force,Number,3200.0,E
Alberta,Females,25 to 34 years,All disability types,Moderate,Employed,Number,2810.0,E
Alberta,Females,25 to 34 years,All disability types,Moderate,Participation rate,Percent,94.6,
Alberta,Females,25 to 34 years,All disability types,Moderate,Age standardized participation rate,Percent,94.7,
Alberta,Females,25 to 34 years,All disability types,Moderate,Employment Rate,Percent,94.6,
Alberta,Females,25 to 34 years,All disability types,Moderate,Age standardized employment rate,Percent,94.7,
Alberta,Females,25 to 34 years,All disability types,Very Severe,Total labour force,Number,2530.0,E
Alberta,Females,25 to 34 years,Flexibility,Very Severe,Total labour force,Number,1810.0,E
Alberta,Females,25 to 34 years,Pain,Mild,Total labour force,Number,3150.0,E
Alberta,Females,25 to 34 years,Pain,Mild,Employed,Number,2240.0,E
Alberta,Females,25 to 34 years,Pain,Mild,Participation rate,Percent,81.8,
Alberta,Females,25 to 34 years,Pain,Mild,Age standardized participation rate,Percent,81.8,
Alberta,Females,25 to 34 years,Pain,Mild,Employment Rate,Percent,74.2,
Alberta,Females,25 to 34 years,Pain,Mild,Age standardized employment rate,Percent,74.1,
Alberta,Females,25 to 34 years,Pain,Moderate,Total labour force,Number,2280.0,E
Alberta,Females,25 to 34 years,Pain,Moderate,Participation rate,Percent,92.2,
Alberta,Females,25 to 34 years,Pain,Moderate,Age standardized participation rate,Percent,92.3,
Alberta,Females,25 to 34 years,Pain,Moderate,Employment Rate,Percent,92.2,
Alberta,Females,25 to 34 years,Pain,Moderate,Age standardized employment rate,Percent,92.3,
Alberta,Females,25 to 34 years,Pain,Very Severe,Total labour force,Number,2110.0,E
Alberta,Females,25 to 34 years,Memory,Very Severe,Total labour force,Number,1070.0,E
Alberta,Females,25 to 34 years,Mental and/or psychological,Mild,Total labour force,Number,1600.0,E
Alberta,Females,35 to 44 years,All disability types,Mild,Total labour force,Number,8050.0,
Alberta,Females,35 to 44 years,All disability types,Mild,Employed,Number,4980.0,E
Alberta,Females,35 to 44 years,All disability types,Mild,Participation rate,Percent,73.9,
Alberta,Females,35 to 44 years,All disability types,Mild,Age standardized participation rate,Percent,73.9,
Alberta,Females,35 to 44 years,All disability types,Mild,Employment Rate,Percent,66.3,
Alberta,Females,35 to 44 years,All disability types,Mild,Age standardized employment rate,Percent,66.3,
Alberta,Females,35 to 44 years,All disability types,Moderate,Total labour force,Number,4560.0,E
Alberta,Females,35 to 44 years,All disability types,Moderate,Employed,Number,3410.0,E
Alberta,Females,35 to 44 years,All disability types,Moderate,Participation rate,Percent,78.2,
Alberta,Females,35 to 44 years,All disability types,Moderate,Age standardized participation rate,Percent,78.1,
Alberta,Females,35 to 44 years,All disability types,Moderate,Employment Rate,Percent,76.8,
Alberta,Females,35 to 44 years,All disability types,Moderate,Age standardized employment rate,Percent,76.9,
Alberta,Females,35 to 44 years,All disability types,Severe,Total labour force,Number,3690.0,E
Alberta,Females,35 to 44 years,All disability types,Severe,Employed,Number,1650.0,E
Alberta,Females,35 to 44 years,All disability types,Severe,Participation rate,Percent,73.5,
Alberta,Females,35 to 44 years,All disability types,Severe,Age standardized participation rate,Percent,73.4,
Alberta,Females,35 to 44 years,All disability types,Severe,Employment Rate,Percent,53.2,E
Alberta,Females,35 to 44 years,All disability types,Severe,Age standardized employment rate,Percent,53.1,E
Alberta,Females,35 to 44 years,All disability types,Very Severe,Total labour force,Number,5340.0,E
Alberta,Females,35 to 44 years,All disability types,Very Severe,Not in labour force,Number,3360.0,E
Alberta,Females,35 to 44 years,Mobility,Moderate,Total labour force,Number,1150.0,E
Alberta,Females,35 to 44 years,Mobility,Moderate,Participation rate,Percent,75.9,
Alberta,Females,35 to 44 years,Mobility,Moderate,Age standardized participation rate,Percent,75.6,
Alberta,Females,35 to 44 years,Mobility,Severe,Total labour force,Number,2890.0,E
Alberta,Females,35 to 44 years,Mobility,Severe,Employed,Number,1170.0,E
Alberta,Females,35 to 44 years,Mobility,Severe,Participation rate,Percent,73.2,
Alberta,Females,35 to 44 years,Mobility,Severe,Age standardized participation rate,Percent,73.2,
Alberta,Females,35 to 44 years,Mobility,Severe,Employment Rate,Percent,50.6,E
Alberta,Females,35 to 44 years,Mobility,Severe,Age standardized employment rate,Percent,50.6,E
Alberta,Females,35 to 44 years,Mobility,Very Severe,Total labour force,Number,3740.0,E
Alberta,Females,35 to 44 years,Flexibility,Moderate,Participation rate,Percent,88.0,
Alberta,Females,35 to 44 years,Flexibility,Moderate,Age standardized participation rate,Percent,87.8,
Alberta,Females,35 to 44 years,Flexibility,Moderate,Employment Rate,Percent,85.2,
Alberta,Females,35 to 44 years,Flexibility,Moderate,Age standardized employment rate,Percent,85.1,
Alberta,Females,35 to 44 years,Flexibility,Severe,Total labour force,Number,2650.0,E
Alberta,Females,35 to 44 years,Flexibility,Severe,Employed,Number,1130.0,E
Alberta,Females,35 to 44 years,Flexibility,Severe,Participation rate,Percent,73.0,
Alberta,Females,35 to 44 years,Flexibility,Severe,Age standardized participation rate,Percent,72.9,
Alberta,Females,35 to 44 years,Flexibility,Severe,Employment Rate,Percent,50.0,E
Alberta,Females,35 to 44 years,Flexibility,Severe,Age standardized employment rate,Percent,49.9,E
Alberta,Females,35 to 44 years,Flexibility,Very Severe,Total labour force,Number,3680.0,E
Alberta,Females,35 to 44 years,Dexterity,Very Severe,Total labour force,Number,3140.0,E
Alberta,Females,35 to 44 years,Pain,Mild,Total labour force,Number,4150.0,E
Alberta,Females,35 to 44 years,Pain,Mild,Employed,Number,3230.0,E
Alberta,Females,35 to 44 years,Pain,Mild,Participation rate,Percent,86.8,
Alberta,Females,35 to 44 years,Pain,Mild,Age standardized participation rate,Percent,86.9,
Alberta,Females,35 to 44 years,Pain,Mild,Employment Rate,Percent,79.0,
Alberta,Females,35 to 44 years,Pain,Mild,Age standardized employment rate,Percent,79.1,
Alberta,Females,35 to 44 years,Pain,Moderate,Total labour force,Number,3100.0,E
